StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q11,Q35,Q17_1,Q19_1,Q21_1,Q12,Q10,Q5,Q36,Q38,Q55,Q57,Q39,Q39
2017-02-05 4:02,2017-02-05 4:05,IP Address,173.242.184.17,100,182,TRUE,2017-02-05 4:02,QYUGT4839Q,,,,,43.647995,-79.41770172,anonymous,EN,8394,Customer Complaint,3,4,4,No,Hydroponics,Anti-sweat technology,63,Female,"$100,000 to less than $150,000",Secondary (high) school incomplete,No,Yes
2017-02-05 10:44,2017-02-05 10:47,IP Address,173.242.184.17,100,198,TRUE,2017-02-05 10:44,CJEIB2740Z,,,,,43.647995,-79.41770172,anonymous,EN,827,Other,3,2,3,No,Organic,Socks that change colour so you never wear mismatched socks again,74,Female,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,Yes,No
2017-02-04 1:18,2017-02-04 1:22,IP Address,173.242.184.17,100,238,TRUE,2017-02-04 1:18,ZJOPF1694C,,,,,43.647995,-79.41770172,anonymous,EN,584,Questions about Dilma's Socks,6,6,6,Yes,Conventional Farming,Sock bands that always stay up,63,Female,"$90,000 to less than $100,000",College or other non-university certificate or diploma,No,Yes
2017-02-03 10:15,2017-02-03 10:17,IP Address,173.242.184.17,100,133,TRUE,2017-02-03 10:15,MOURP9520L,,,,,43.647995,-79.41770172,anonymous,EN,873,"Socks didn't fit, calling to exchange",2,2,3,No,Organic,Anti-sweat technology,38,Female,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-05 0:09,2017-02-05 0:12,IP Address,173.242.184.17,100,190,TRUE,2017-02-05 0:09,GQAPD3747F,,,,,43.647995,-79.41770172,anonymous,EN,1458,Questions about Dilma's Socks,5,5,6,Yes,Organic,Anti-sweat technology,60,Male,"$40,000 to less than $75,000",Secondary (high) school incomplete,No,Yes
2017-02-04 10:53,2017-02-04 10:56,IP Address,173.242.184.17,100,173,TRUE,2017-02-04 10:53,ORCMK8616U,,,,,43.647995,-79.41770172,anonymous,EN,67222,Other,6,5,6,Yes,Organic,Unsure,36,Female,"$90,000 to less than $100,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,No
2017-02-07 14:02,2017-02-07 14:06,IP Address,173.242.184.17,100,250,TRUE,2017-02-07 14:02,YGQYT5145I,,,,,43.647995,-79.41770172,anonymous,EN,785,Customer Complaint,3,4,4,No,Moonlight Harvest,Anti-sweat technology,67,Male,"$75,000 to less than $90,000",Secondary (high) school incomplete,No,Yes
2017-02-07 19:02,2017-02-07 19:05,IP Address,173.242.184.17,100,176,TRUE,2017-02-07 19:02,AKNCX6331H,,,,,43.647995,-79.41770172,anonymous,EN,3496,Customer Complaint,3,4,4,Yes,Organic,Anti-sweat technology,37,Male,"$90,000 to less than $100,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,No
2017-02-08 18:18,2017-02-08 18:23,IP Address,173.242.184.17,100,245,TRUE,2017-02-08 18:18,RPLTK6499R,,,,,43.647995,-79.41770172,anonymous,EN,39255,Other,6,6,6,No,Hydroponics,Unsure,19,Male,"$75,000 to less than $90,000",Registered Apprenticeship or other trades certificate or diploma,Yes,Yes
2017-02-05 12:24,2017-02-05 12:28,IP Address,173.242.184.17,100,203,TRUE,2017-02-05 12:24,HGJMV7087K,,,,,43.647995,-79.41770172,anonymous,EN,215,"Socks didn't fit, calling to exchange",3,2,2,No,Organic,Unsure,10,Female,"$150,000 or more",College or other non-university certificate or diploma,No,No
2017-02-06 3:40,2017-02-06 3:44,IP Address,173.242.184.17,100,234,TRUE,2017-02-06 3:40,UJLDU3679E,,,,,43.647995,-79.41770172,anonymous,EN,387144,Customer Complaint,6,6,5,Yes,Organic,Anti-sweat technology,55,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-03 8:00,2017-02-03 8:03,IP Address,173.242.184.17,100,199,TRUE,2017-02-03 8:00,DVAQT8836G,,,,,43.647995,-79.41770172,anonymous,EN,655338,Questions about Dilma's Socks,4,4,4,Yes,Conventional Farming,Anti-sweat technology,79,Female,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-09 14:44,2017-02-09 14:47,IP Address,173.242.184.17,100,206,TRUE,2017-02-09 14:44,EMIEO5184Z,,,,,43.647995,-79.41770172,anonymous,EN,97138,"Socks didn't fit, calling to exchange",4,3,3,Yes,Conventional Farming,Anti-sweat technology,51,Male,"$90,000 to less than $100,000",College or other non-university certificate or diploma,No,Yes
2017-02-04 10:23,2017-02-04 10:28,IP Address,173.242.184.17,100,263,TRUE,2017-02-04 10:23,YKCCO6025E,,,,,43.647995,-79.41770172,anonymous,EN,313,"Socks didn't fit, calling to exchange",2,2,3,No,Conventional Farming,Unsure,52,Female,"$90,000 to less than $100,000",Secondary (high) school graduate,No,No
2017-02-09 14:39,2017-02-09 14:42,IP Address,173.242.184.17,100,198,TRUE,2017-02-09 14:39,FRLDM1934B,,,,,43.647995,-79.41770172,anonymous,EN,9866,Other,4,4,3,Yes,Organic,Unsure,48,Female,"$90,000 to less than $100,000","University certificate, diploma, or degree",No,Yes
2017-02-06 15:00,2017-02-06 15:03,IP Address,173.242.184.17,100,155,TRUE,2017-02-06 15:00,SCDUD3225R,,,,,43.647995,-79.41770172,anonymous,EN,79218,Questions about Dilma's Socks,5,6,5,Yes,Moonlight Harvest,Anti-sweat technology,53,Male,"$30,000 to less than $40,000",College or other non-university certificate or diploma,No,No
2017-02-06 13:41,2017-02-06 13:45,IP Address,173.242.184.17,100,265,TRUE,2017-02-06 13:41,CSEFG2194T,,,,,43.647995,-79.41770172,anonymous,EN,5847,Questions about Dilma's Socks,5,6,5,No,Organic,Anti-sweat technology,51,Female,"$150,000 or more",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-10 6:33,2017-02-10 6:35,IP Address,173.242.184.17,100,155,TRUE,2017-02-10 6:33,MCBPM7824B,,,,,43.647995,-79.41770172,anonymous,EN,7098,Other,4,3,3,No,Organic,Anti-sweat technology,68,Female,"$20,000 to less than $30,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-03 18:08,2017-02-03 18:09,IP Address,173.242.184.17,100,109,TRUE,2017-02-03 18:08,WBMSJ5382E,,,,,43.647995,-79.41770172,anonymous,EN,432,Customer Complaint,3,3,3,No,Organic,Anti-sweat technology,37,Male,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-07 4:16,2017-02-07 4:19,IP Address,173.242.184.17,100,161,TRUE,2017-02-07 4:16,RIBJK7396J,,,,,43.647995,-79.41770172,anonymous,EN,3863,Customer Complaint,3,4,3,No,Moonlight Harvest,Anti-sweat technology,48,Male,"$75,000 to less than $90,000",Secondary (high) school graduate,No,Yes
2017-02-06 11:52,2017-02-06 11:55,IP Address,173.242.184.17,100,169,TRUE,2017-02-06 11:52,TCRKY5318D,,,,,43.647995,-79.41770172,anonymous,EN,857,Customer Complaint,5,5,4,Yes,Moonlight Harvest,Anti-sweat technology,56,Female,"$90,000 to less than $100,000",College or other non-university certificate or diploma,No,Yes
2017-02-03 16:58,2017-02-03 17:02,IP Address,173.242.184.17,100,250,TRUE,2017-02-03 16:58,QHQOE9209O,,,,,43.647995,-79.41770172,anonymous,EN,755,Other,3,2,3,No,Organic,Anti-sweat technology,61,Male,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,No
2017-02-08 18:25,2017-02-08 18:28,IP Address,173.242.184.17,100,207,TRUE,2017-02-08 18:25,ISCSU6337C,,,,,43.647995,-79.41770172,anonymous,EN,70929,Customer Complaint,3,4,3,Yes,Hydroponics,Unsure,75,Male,"Less than $10,000","University certificate, diploma, or degree",Yes,Yes
2017-02-06 6:20,2017-02-06 6:23,IP Address,173.242.184.17,100,185,TRUE,2017-02-06 6:20,LRLCX0289J,,,,,43.647995,-79.41770172,anonymous,EN,708,Questions about Dilma's Socks,3,3,3,Yes,Organic,Anti-sweat technology,55,Female,"$75,000 to less than $90,000",Secondary (high) school graduate,No,Yes
2017-02-09 12:50,2017-02-09 12:54,IP Address,173.242.184.17,100,239,TRUE,2017-02-09 12:50,TNABP4084D,,,,,43.647995,-79.41770172,anonymous,EN,130,"Socks didn't fit, calling to exchange",5,6,6,Yes,Conventional Farming,Anti-sweat technology,70,Female,"Less than $10,000",College or other non-university certificate or diploma,No,Yes
2017-02-05 13:01,2017-02-05 13:05,IP Address,173.242.184.17,100,230,TRUE,2017-02-05 13:01,IGLCO8854W,,,,,43.647995,-79.41770172,anonymous,EN,795171,Customer Complaint,2,3,2,Yes,Organic,Sock bands that always stay up,23,Male,"$40,000 to less than $75,000","University certificate, diploma, or degree",No,No
2017-02-04 20:44,2017-02-04 20:46,IP Address,173.242.184.17,100,156,TRUE,2017-02-04 20:44,AFABQ9769O,,,,,43.647995,-79.41770172,anonymous,EN,608198,Other,6,5,4,No,Hydroponics,Socks that change colour so you never wear mismatched socks again,45,Female,"$150,000 or more","University certificate, diploma, or degree",No,No
2017-02-07 20:43,2017-02-07 20:47,IP Address,173.242.184.17,100,252,TRUE,2017-02-07 20:43,FQODM9871L,,,,,43.647995,-79.41770172,anonymous,EN,495,Other,5,5,6,Yes,Conventional Farming,Anti-sweat technology,33,Female,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-10 0:11,2017-02-10 0:14,IP Address,173.242.184.17,100,183,TRUE,2017-02-10 0:11,CUPFD4897D,,,,,43.647995,-79.41770172,anonymous,EN,45630,Customer Complaint,5,5,7,Yes,Organic,Anti-sweat technology,48,Male,"$100,000 to less than $150,000",College or other non-university certificate or diploma,No,Yes
2017-02-05 15:33,2017-02-05 15:37,IP Address,173.242.184.17,100,237,TRUE,2017-02-05 15:33,VBVSN5389S,,,,,43.647995,-79.41770172,anonymous,EN,82057,Customer Complaint,5,6,5,No,Moonlight Harvest,Unsure,54,Male,"$75,000 to less than $90,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-04 18:43,2017-02-04 18:48,IP Address,173.242.184.17,100,261,TRUE,2017-02-04 18:43,ZTFOB2365G,,,,,43.647995,-79.41770172,anonymous,EN,924,Customer Complaint,3,2,3,No,Organic,Anti-sweat technology,33,Male,"$75,000 to less than $90,000",Secondary (high) school graduate,Yes,No
2017-02-09 15:03,2017-02-09 15:06,IP Address,173.242.184.17,100,181,TRUE,2017-02-09 15:03,SSHFT2942L,,,,,43.647995,-79.41770172,anonymous,EN,32902,Customer Complaint,4,3,3,Yes,Organic,Socks that never get holes,62,Female,"$10,000 to less than $20,000","None, or grade 1-8",No,Yes
2017-02-05 8:07,2017-02-05 8:10,IP Address,173.242.184.17,100,142,TRUE,2017-02-05 8:07,UGQIO9662G,,,,,43.647995,-79.41770172,anonymous,EN,1011,Customer Complaint,4,4,3,Yes,Conventional Farming,Anti-sweat technology,29,Male,"$150,000 or more","University certificate, diploma, or degree",No,Yes
2017-02-04 15:59,2017-02-04 16:02,IP Address,173.242.184.17,100,174,TRUE,2017-02-04 15:59,RDPWD9003F,,,,,43.647995,-79.41770172,anonymous,EN,696,"Socks didn't fit, calling to exchange",6,6,6,Yes,Organic,Socks that change colour so you never wear mismatched socks again,49,Male,"$90,000 to less than $100,000",College or other non-university certificate or diploma,No,Yes
2017-02-07 23:03,2017-02-07 23:06,IP Address,173.242.184.17,100,211,TRUE,2017-02-07 23:03,HAFVO2842E,,,,,43.647995,-79.41770172,anonymous,EN,1706,Questions about Dilma's Socks,4,5,5,No,Organic,Anti-sweat technology,31,Female,"Less than $10,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-03 19:16,2017-02-03 19:19,IP Address,173.242.184.17,100,229,TRUE,2017-02-03 19:16,KDVRN5912X,,,,,43.647995,-79.41770172,anonymous,EN,801950,Customer Complaint,6,6,5,Yes,Hydroponics,Socks that never get holes,38,Male,"$90,000 to less than $100,000","None, or grade 1-8",No,Yes
2017-02-08 23:46,2017-02-08 23:50,IP Address,173.242.184.17,100,244,TRUE,2017-02-08 23:46,IUZAZ1183Q,,,,,43.647995,-79.41770172,anonymous,EN,46056,Other,3,4,3,No,Organic,Socks that never get holes,64,Female,"$30,000 to less than $40,000",College or other non-university certificate or diploma,No,No
2017-02-06 2:54,2017-02-06 2:57,IP Address,173.242.184.17,100,186,TRUE,2017-02-06 2:54,CFPOW7844E,,,,,43.647995,-79.41770172,anonymous,EN,742,Customer Complaint,6,5,5,Yes,Moonlight Harvest,Anti-sweat technology,31,Female,"$30,000 to less than $40,000",Secondary (high) school incomplete,No,No
2017-02-09 22:10,2017-02-09 22:14,IP Address,173.242.184.17,100,234,TRUE,2017-02-09 22:10,YHHEM1313T,,,,,43.647995,-79.41770172,anonymous,EN,66742,"Socks didn't fit, calling to exchange",5,5,5,Yes,Moonlight Harvest,Unsure,59,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-09 14:36,2017-02-09 14:39,IP Address,173.242.184.17,100,148,TRUE,2017-02-09 14:36,OIWCX1858I,,,,,43.647995,-79.41770172,anonymous,EN,612596,"Socks didn't fit, calling to exchange",4,4,5,No,Hydroponics,Anti-sweat technology,64,Male,"$20,000 to less than $30,000","University certificate, diploma, or degree",No,Yes
2017-02-03 18:10,2017-02-03 18:14,IP Address,173.242.184.17,100,216,TRUE,2017-02-03 18:10,LMTJX3015L,,,,,43.647995,-79.41770172,anonymous,EN,6780,"Socks didn't fit, calling to exchange",3,4,5,No,Organic,Socks that never get holes,60,Female,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-05 7:43,2017-02-05 7:48,IP Address,173.242.184.17,100,278,TRUE,2017-02-05 7:43,FSIAK6153H,,,,,43.647995,-79.41770172,anonymous,EN,32955,Other,4,3,4,Yes,Organic,Anti-sweat technology,66,Male,"$100,000 to less than $150,000","None, or grade 1-8",No,No
2017-02-08 3:21,2017-02-08 3:25,IP Address,173.242.184.17,100,264,TRUE,2017-02-08 3:21,QAZAT6237C,,,,,43.647995,-79.41770172,anonymous,EN,68359,"Socks didn't fit, calling to exchange",4,4,3,Yes,Conventional Farming,Anti-sweat technology,50,Female,"$30,000 to less than $40,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-04 17:53,2017-02-04 17:56,IP Address,173.242.184.17,100,206,TRUE,2017-02-04 17:53,ULDER7807I,,,,,43.647995,-79.41770172,anonymous,EN,50390,Questions about Dilma's Socks,4,4,4,Yes,Organic,Socks that never get holes,37,Male,"$20,000 to less than $30,000",Secondary (high) school graduate,No,No
2017-02-08 1:36,2017-02-08 1:40,IP Address,173.242.184.17,100,255,TRUE,2017-02-08 1:36,LNTFF7354D,,,,,43.647995,-79.41770172,anonymous,EN,1069,Customer Complaint,4,4,3,No,Moonlight Harvest,Anti-sweat technology,24,Female,"$90,000 to less than $100,000","University certificate, diploma, or degree",No,No
2017-02-04 18:25,2017-02-04 18:29,IP Address,173.242.184.17,100,220,TRUE,2017-02-04 18:25,PNMXC9794G,,,,,43.647995,-79.41770172,anonymous,EN,509489,"Socks didn't fit, calling to exchange",2,2,3,No,Organic,Anti-sweat technology,66,Female,"$30,000 to less than $40,000",Secondary (high) school graduate,No,Yes
2017-02-08 5:55,2017-02-08 5:59,IP Address,173.242.184.17,100,203,TRUE,2017-02-08 5:55,HGBUD5448K,,,,,43.647995,-79.41770172,anonymous,EN,3436,Other,3,3,3,No,Organic,Anti-sweat technology,50,Male,"$90,000 to less than $100,000","None, or grade 1-8",No,Yes
2017-02-08 6:22,2017-02-08 6:25,IP Address,173.242.184.17,100,209,TRUE,2017-02-08 6:22,TNRYL5072Z,,,,,43.647995,-79.41770172,anonymous,EN,178,Other,5,4,4,No,Organic,Socks that never get holes,57,Male,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,Yes
2017-02-09 17:21,2017-02-09 17:24,IP Address,173.242.184.17,100,174,TRUE,2017-02-09 17:21,QBUIP4725G,,,,,43.647995,-79.41770172,anonymous,EN,455975,"Socks didn't fit, calling to exchange",4,5,5,No,Moonlight Harvest,Anti-sweat technology,47,Female,"$150,000 or more",Secondary (high) school incomplete,No,No
2017-02-03 15:10,2017-02-03 15:13,IP Address,173.242.184.17,100,194,TRUE,2017-02-03 15:10,KXLYV2618F,,,,,43.647995,-79.41770172,anonymous,EN,188,"Socks didn't fit, calling to exchange",6,6,6,Yes,Organic,Socks that never get holes,51,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-06 15:48,2017-02-06 15:51,IP Address,173.242.184.17,100,161,TRUE,2017-02-06 15:48,NAMZW9446E,,,,,43.647995,-79.41770172,anonymous,EN,597136,Questions about Dilma's Socks,3,2,2,No,Conventional Farming,Socks that never get holes,43,Female,"$150,000 or more","University certificate, diploma, or degree",No,Yes
2017-02-03 14:49,2017-02-03 14:54,IP Address,173.242.184.17,100,261,TRUE,2017-02-03 14:49,TKCMI0071W,,,,,43.647995,-79.41770172,anonymous,EN,9577,Customer Complaint,4,4,3,Yes,Moonlight Harvest,Socks that never get holes,18,Female,"$30,000 to less than $40,000",College or other non-university certificate or diploma,No,Yes
2017-02-07 10:28,2017-02-07 10:32,IP Address,173.242.184.17,100,215,TRUE,2017-02-07 10:28,VUDUK7696S,,,,,43.647995,-79.41770172,anonymous,EN,44116,Calling for a refund,6,6,6,Yes,Organic,Anti-sweat technology,58,Female,"$10,000 to less than $20,000","University certificate, diploma, or degree",No,Yes
2017-02-07 15:24,2017-02-07 15:28,IP Address,173.242.184.17,100,210,TRUE,2017-02-07 15:24,HDCXG4198T,,,,,43.647995,-79.41770172,anonymous,EN,760933,Customer Complaint,6,4,5,No,Organic,Socks that never get holes,30,Female,"$75,000 to less than $90,000",College or other non-university certificate or diploma,No,Yes
2017-02-10 5:27,2017-02-10 5:32,IP Address,173.242.184.17,100,291,TRUE,2017-02-10 5:27,RNXNF1785B,,,,,43.647995,-79.41770172,anonymous,EN,5172,Customer Complaint,4,3,5,Yes,Organic,Anti-sweat technology,49,Female,"$75,000 to less than $90,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-08 6:24,2017-02-08 6:28,IP Address,173.242.184.17,100,196,TRUE,2017-02-08 6:24,OOZYS7387S,,,,,43.647995,-79.41770172,anonymous,EN,5841,Questions about Dilma's Socks,5,5,5,Yes,Organic,Socks that never get holes,30,Female,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-08 19:17,2017-02-08 19:20,IP Address,173.242.184.17,100,178,TRUE,2017-02-08 19:17,QDXYC0626E,,,,,43.647995,-79.41770172,anonymous,EN,882150,Questions about Dilma's Socks,6,6,5,Yes,Organic,Anti-sweat technology,61,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-09 0:19,2017-02-09 0:24,IP Address,173.242.184.17,100,272,TRUE,2017-02-09 0:19,NCKUU4708T,,,,,43.647995,-79.41770172,anonymous,EN,123,Other,5,5,5,No,Organic,Anti-sweat technology,71,Female,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,Yes,No
2017-02-03 21:22,2017-02-03 21:25,IP Address,173.242.184.17,100,186,TRUE,2017-02-03 21:22,DNLMC9260G,,,,,43.647995,-79.41770172,anonymous,EN,8422,Customer Complaint,4,3,3,Yes,Moonlight Harvest,Socks that never get holes,54,Male,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-03 20:49,2017-02-03 20:52,IP Address,173.242.184.17,100,180,TRUE,2017-02-03 20:49,YUVPV5900W,,,,,43.647995,-79.41770172,anonymous,EN,124,"Socks didn't fit, calling to exchange",5,4,4,No,Organic,Anti-sweat technology,30,Female,"$10,000 to less than $20,000","None, or grade 1-8",Yes,Yes
2017-02-03 12:57,2017-02-03 12:59,IP Address,173.242.184.17,100,168,TRUE,2017-02-03 12:57,NPBUH2416W,,,,,43.647995,-79.41770172,anonymous,EN,726,Questions about Dilma's Socks,4,4,5,Yes,Conventional Farming,Sock bands that always stay up,61,Female,"$40,000 to less than $75,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,No
2017-02-06 21:02,2017-02-06 21:05,IP Address,173.242.184.17,100,151,TRUE,2017-02-06 21:02,BGXOJ8421Z,,,,,43.647995,-79.41770172,anonymous,EN,53541,Customer Complaint,6,6,5,Yes,Organic,Socks that never get holes,51,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-09 4:54,2017-02-09 4:58,IP Address,173.242.184.17,100,222,TRUE,2017-02-09 4:54,QAKXT2857G,,,,,43.647995,-79.41770172,anonymous,EN,262,Other,5,6,6,Yes,Conventional Farming,Socks that change colour so you never wear mismatched socks again,36,Male,"$100,000 to less than $150,000","University certificate, diploma, or degree",No,Yes
2017-02-07 5:41,2017-02-07 5:45,IP Address,173.242.184.17,100,209,TRUE,2017-02-07 5:41,XCWFW2959N,,,,,43.647995,-79.41770172,anonymous,EN,239,"Socks didn't fit, calling to exchange",4,5,5,No,Organic,Anti-sweat technology,44,Female,"$40,000 to less than $75,000",Secondary (high) school incomplete,No,No
2017-02-09 15:32,2017-02-09 15:35,IP Address,173.242.184.17,100,177,TRUE,2017-02-09 15:32,UNFVZ8609J,,,,,43.647995,-79.41770172,anonymous,EN,959,Questions about Dilma's Socks,2,3,3,Yes,Organic,Socks that change colour so you never wear mismatched socks again,43,Female,"$40,000 to less than $75,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,Yes
2017-02-09 8:59,2017-02-09 9:02,IP Address,173.242.184.17,100,179,TRUE,2017-02-09 8:59,NUWQW7541S,,,,,43.647995,-79.41770172,anonymous,EN,32092,"Socks didn't fit, calling to exchange",6,5,6,Yes,Hydroponics,Anti-sweat technology,39,Female,"$10,000 to less than $20,000","University certificate, diploma, or degree",No,Yes
2017-02-07 18:31,2017-02-07 18:33,IP Address,173.242.184.17,100,129,TRUE,2017-02-07 18:31,VEDKM9462O,,,,,43.647995,-79.41770172,anonymous,EN,457,Other,4,2,3,No,Moonlight Harvest,Anti-sweat technology,30,Male,"$100,000 to less than $150,000",Registered Apprenticeship or other trades certificate or diploma,No,No
2017-02-05 10:57,2017-02-05 11:00,IP Address,173.242.184.17,100,194,TRUE,2017-02-05 10:57,WCFNS0159A,,,,,43.647995,-79.41770172,anonymous,EN,268988,Customer Complaint,4,5,5,No,Conventional Farming,Anti-sweat technology,39,Female,"$30,000 to less than $40,000",College or other non-university certificate or diploma,No,No
2017-02-03 19:42,2017-02-03 19:45,IP Address,173.242.184.17,100,193,TRUE,2017-02-03 19:42,UABFR0962I,,,,,43.647995,-79.41770172,anonymous,EN,28194,Other,5,6,6,No,Organic,Socks that change colour so you never wear mismatched socks again,61,Female,"$30,000 to less than $40,000","University certificate, diploma, or degree",No,Yes
2017-02-09 23:50,2017-02-09 23:53,IP Address,173.242.184.17,100,207,TRUE,2017-02-09 23:50,BBORX0800T,,,,,43.647995,-79.41770172,anonymous,EN,57490,"Socks didn't fit, calling to exchange",3,3,4,Yes,Moonlight Harvest,Socks that change colour so you never wear mismatched socks again,35,Male,"Less than $10,000","University certificate, diploma, or degree",No,No
2017-02-07 15:47,2017-02-07 15:50,IP Address,173.242.184.17,100,192,TRUE,2017-02-07 15:47,IVVXA0639Y,,,,,43.647995,-79.41770172,anonymous,EN,6007,Customer Complaint,3,4,3,No,Organic,Anti-sweat technology,62,Female,"$150,000 or more","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",No,No
2017-02-07 9:06,2017-02-07 9:10,IP Address,173.242.184.17,100,243,TRUE,2017-02-07 9:06,DKQXQ4111B,,,,,43.647995,-79.41770172,anonymous,EN,486,Questions about Dilma's Socks,5,4,5,Yes,Conventional Farming,Anti-sweat technology,67,Female,"Less than $10,000",College or other non-university certificate or diploma,Yes,Yes
2017-02-04 1:34,2017-02-04 1:36,IP Address,173.242.184.17,100,115,TRUE,2017-02-04 1:34,GEYMV3080C,,,,,43.647995,-79.41770172,anonymous,EN,3751,"Socks didn't fit, calling to exchange",5,4,4,Yes,Conventional Farming,Unsure,73,Male,"$150,000 or more","University certificate, diploma, or degree",No,Yes
2017-02-04 11:04,2017-02-04 11:07,IP Address,173.242.184.17,100,181,TRUE,2017-02-04 11:04,ZDKHE7043E,,,,,43.647995,-79.41770172,anonymous,EN,56951,Other,3,3,4,No,Organic,Socks that never get holes,57,Male,"$75,000 to less than $90,000","University certificate, diploma, or degree",No,No
2017-02-05 15:24,2017-02-05 15:28,IP Address,173.242.184.17,100,240,TRUE,2017-02-05 15:24,VCFIM0430S,,,,,43.647995,-79.41770172,anonymous,EN,61639,Customer Complaint,3,4,4,Yes,Moonlight Harvest,Anti-sweat technology,35,Male,"$40,000 to less than $75,000",College or other non-university certificate or diploma,No,Yes
2017-02-04 1:26,2017-02-04 1:29,IP Address,173.242.184.17,100,165,TRUE,2017-02-04 1:26,APZNT2162Q,,,,,43.647995,-79.41770172,anonymous,EN,278,Questions about Dilma's Socks,5,4,5,No,Moonlight Harvest,Socks that never get holes,72,Female,"$75,000 to less than $90,000","Post-graduate or professional schooling after university (e.g., Master's degree or Ph.D; law or medical school)",Yes,Yes
2017-02-07 17:23,2017-02-07 17:27,IP Address,173.242.184.17,100,264,TRUE,2017-02-07 17:23,SCYRX6316C,,,,,43.647995,-79.41770172,anonymous,EN,55531,Other,3,4,4,No,Organic,Socks that change colour so you never wear mismatched socks again,57,Male,"$40,000 to less than $75,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-09 22:56,2017-02-09 22:59,IP Address,173.242.184.17,100,182,TRUE,2017-02-09 22:56,YKIOF2336K,,,,,43.647995,-79.41770172,anonymous,EN,998854,Other,6,5,4,Yes,Organic,Anti-sweat technology,60,Male,"$10,000 to less than $20,000","University certificate, diploma, or degree",No,No
2017-02-05 6:00,2017-02-05 6:04,IP Address,173.242.184.17,100,254,TRUE,2017-02-05 6:00,HIHKW9527G,,,,,43.647995,-79.41770172,anonymous,EN,173,Questions about Dilma's Socks,2,2,2,No,Moonlight Harvest,Anti-sweat technology,38,Male,"Less than $10,000","University certificate, diploma, or degree",No,No
2017-02-04 14:26,2017-02-04 14:29,IP Address,173.242.184.17,100,137,TRUE,2017-02-04 14:26,QHAOY1930G,,,,,43.647995,-79.41770172,anonymous,EN,3873,Questions about Dilma's Socks,5,5,5,Yes,Organic,Anti-sweat technology,54,Female,"$10,000 to less than $20,000",Registered Apprenticeship or other trades certificate or diploma,No,Yes
2017-02-06 18:02,2017-02-06 18:04,IP Address,173.242.184.17,100,141,TRUE,2017-02-06 18:02,XKGXE5943G,,,,,43.647995,-79.41770172,anonymous,EN,62688,"Socks didn't fit, calling to exchange",4,4,3,Yes,Organic,Anti-sweat technology,30,Male,"$30,000 to less than $40,000","University certificate, diploma, or degree",No,No
2017-02-10 6:09,2017-02-10 6:12,IP Address,173.242.184.17,100,171,TRUE,2017-02-10 6:09,BHPXG5409G,,,,,43.647995,-79.41770172,anonymous,EN,18688,Questions about Dilma's Socks,5,4,5,No,Organic,Unsure,35,Male,"$20,000 to less than $30,000","University certificate, diploma, or degree",No,No
